price_date,ticker,sector,close_price,volume
2024-05-09,BAC,Financials,58.0982,11405245
2024-05-10,BAC,Financials,56.5014,4476990
2024-05-13,BAC,Financials,56.0377,5527491
2024-05-14,BAC,Financials,55.374,12996930
2024-05-15,BAC,Financials,55.3138,9900628
2024-05-16,BAC,Financials,54.7703,6249661
2024-05-17,BAC,Financials,55.4217,12940231
2024-05-20,BAC,Financials,55.1793,12962438
2024-05-21,BAC,Financials,55.3187,8909005
2024-05-22,BAC,Financials,55.4647,5581052
2024-05-23,BAC,Financials,55.6438,6780576
2024-05-24,BAC,Financials,55.6312,8970991
2024-05-27,BAC,Financials,56.089,7418698
2024-05-28,BAC,Financials,55.3991,11646717
2024-05-29,BAC,Financials,56.6423,4338514
2024-05-30,BAC,Financials,56.4404,4400579
2024-05-31,BAC,Financials,55.295,8600238
2024-06-03,BAC,Financials,55.4676,6572036
2024-06-04,BAC,Financials,54.7374,6225302
2024-06-05,BAC,Financials,55.3225,3944092
2024-06-06,BAC,Financials,57.2903,8062791
2024-06-07,BAC,Financials,56.5937,7832952
2024-06-10,BAC,Financials,56.8995,10389889
2024-06-11,BAC,Financials,55.3564,8223566
2024-06-12,BAC,Financials,55.7621,7586724
2024-06-13,BAC,Financials,54.9982,12810200
2024-06-14,BAC,Financials,54.468,4732504
2024-06-17,BAC,Financials,53.5397,9914489
2024-06-18,BAC,Financials,54.169,4099982
2024-06-19,BAC,Financials,55.0436,5720732
2024-06-20,BAC,Financials,55.0723,4925267
2024-06-21,BAC,Financials,54.336,10937733
2024-06-24,BAC,Financials,55.7219,7793401
2024-06-25,BAC,Financials,55.0758,7956906
2024-06-26,BAC,Financials,53.2403,5138433
2024-06-27,BAC,Financials,53.6342,7096233
2024-06-28,BAC,Financials,52.7173,5894710
2024-07-01,BAC,Financials,53.5527,9326161
2024-07-02,BAC,Financials,53.2404,5381704
2024-07-03,BAC,Financials,53.7573,13617548
2024-07-04,BAC,Financials,54.9654,4092718
2024-07-05,BAC,Financials,53.9372,5794062
2024-07-08,BAC,Financials,53.4668,15647665
2024-07-09,BAC,Financials,53.4113,6722002
2024-07-10,BAC,Financials,54.7289,4727942
2024-07-11,BAC,Financials,54.1727,8732661
2024-07-12,BAC,Financials,53.6761,6614635
2024-07-15,BAC,Financials,54.0901,5726436
2024-07-16,BAC,Financials,53.6089,5160808
2024-07-17,BAC,Financials,53.7461,24210610
2024-07-18,BAC,Financials,52.4568,7234207
2024-07-19,BAC,Financials,54.3267,3703264
2024-07-22,BAC,Financials,53.194,14540319
2024-07-23,BAC,Financials,52.9333,10215129
2024-07-24,BAC,Financials,52.9143,5887638
2024-07-25,BAC,Financials,54.5408,5507957
2024-07-26,BAC,Financials,53.4229,10473315
2024-07-29,BAC,Financials,55.1267,7247627
2024-07-30,BAC,Financials,55.7965,3702656
2024-07-31,BAC,Financials,56.1729,16351792
2024-08-01,BAC,Financials,55.3171,6725090
2024-08-02,BAC,Financials,55.8254,14551153
2024-08-05,BAC,Financials,55.2015,13340646
2024-08-06,BAC,Financials,56.3224,5360395
2024-08-07,BAC,Financials,55.4761,12094097
2024-08-08,BAC,Financials,55.3858,6164854
2024-08-09,BAC,Financials,54.9121,3791498
2024-08-12,BAC,Financials,54.073,6750403
2024-08-13,BAC,Financials,54.7164,9379219
2024-08-14,BAC,Financials,55.1882,6648204
2024-08-15,BAC,Financials,56.2577,7075387
2024-08-16,BAC,Financials,54.7111,12640019
2024-08-19,BAC,Financials,55.6443,8348143
2024-08-20,BAC,Financials,57.8927,5709447
2024-08-21,BAC,Financials,57.4912,10593638
2024-08-22,BAC,Financials,59.242,8658242
2024-08-23,BAC,Financials,59.0061,2917711
2024-08-26,BAC,Financials,57.7533,9495164
2024-08-27,BAC,Financials,57.4849,9357451
2024-08-28,BAC,Financials,58.4507,8064647
2024-08-29,BAC,Financials,57.6931,11428631
2024-08-30,BAC,Financials,57.159,6113406
2024-09-02,BAC,Financials,57.7046,9152631
2024-09-03,BAC,Financials,57.7163,4274460
2024-09-04,BAC,Financials,58.2591,9414750
2024-09-05,BAC,Financials,58.4867,17473150
2024-09-06,BAC,Financials,58.9392,5373604
2024-09-09,BAC,Financials,58.5483,5903354
2024-09-10,BAC,Financials,58.7714,6022095
2024-09-11,BAC,Financials,57.9282,8426999
2024-09-12,BAC,Financials,59.1247,5229036
2024-09-13,BAC,Financials,58.5461,9468215
2024-09-16,BAC,Financials,59.6053,11225382
2024-09-17,BAC,Financials,59.3956,9906394
2024-09-18,BAC,Financials,59.594,3943526
2024-09-19,BAC,Financials,59.1404,11911551
2024-09-20,BAC,Financials,58.2106,11639314
2024-09-23,BAC,Financials,56.6416,11150742
2024-09-24,BAC,Financials,55.7166,9286655
2024-09-25,BAC,Financials,55.4416,8736566
2024-09-26,BAC,Financials,55.6355,12090225
2024-09-27,BAC,Financials,56.5365,17267859
2024-09-30,BAC,Financials,56.1496,5464241
2024-10-01,BAC,Financials,55.3837,12313444
2024-10-02,BAC,Financials,54.1478,7728808
2024-10-03,BAC,Financials,54.5671,7595624
2024-10-04,BAC,Financials,55.7774,4326804
2024-10-07,BAC,Financials,56.9097,7138664
2024-10-08,BAC,Financials,57.5584,5368430
2024-10-09,BAC,Financials,58.149,6645233
2024-10-10,BAC,Financials,59.7338,5156030
2024-10-11,BAC,Financials,60.0563,6685080
2024-10-14,BAC,Financials,60.6798,6800508
2024-10-15,BAC,Financials,60.3833,8315685
2024-10-16,BAC,Financials,59.111,4193524
2024-10-17,BAC,Financials,58.4868,4487224
2024-10-18,BAC,Financials,58.4873,9246150
2024-10-21,BAC,Financials,58.5524,5815148
2024-10-22,BAC,Financials,60.3651,12295747
2024-10-23,BAC,Financials,60.4517,8754338
2024-10-24,BAC,Financials,61.594,10197538
2024-10-25,BAC,Financials,61.1828,14065408
2024-10-28,BAC,Financials,60.8926,7067856
2024-10-29,BAC,Financials,59.6405,6357574
2024-10-30,BAC,Financials,58.9564,11337576
2024-10-31,BAC,Financials,59.4569,9808476
2024-11-01,BAC,Financials,59.4731,7422451
2024-11-04,BAC,Financials,60.3721,13957607
2024-11-05,BAC,Financials,60.554,7348849
2024-11-06,BAC,Financials,60.2281,8105566
2024-11-07,BAC,Financials,62.3102,8068201
2024-11-08,BAC,Financials,62.2277,5504709
2024-11-11,BAC,Financials,63.3877,8252165
2024-11-12,BAC,Financials,62.9981,13987241
2024-11-13,BAC,Financials,63.7159,9558481
2024-11-14,BAC,Financials,64.6639,8100023
2024-11-15,BAC,Financials,64.8865,7498737
2024-11-18,BAC,Financials,62.5342,9132033
2024-11-19,BAC,Financials,62.5618,10797862
2024-11-20,BAC,Financials,63.7958,10207646
2024-11-21,BAC,Financials,64.3378,7005500
2024-11-22,BAC,Financials,64.8011,9109831
2024-11-25,BAC,Financials,63.0768,9693130
2024-11-26,BAC,Financials,62.3748,5347149
2024-11-27,BAC,Financials,62.7898,8556863
2024-11-28,BAC,Financials,63.2067,3370024
2024-11-29,BAC,Financials,64.4373,9703193
2024-12-02,BAC,Financials,64.3004,10418455
2024-12-03,BAC,Financials,64.7226,10788276
2024-12-04,BAC,Financials,64.7492,6830670
2024-12-05,BAC,Financials,63.7604,9052674
2024-12-06,BAC,Financials,61.5445,14140218
2024-12-09,BAC,Financials,61.9732,14082732
2024-12-10,BAC,Financials,62.1528,7907189
2024-12-11,BAC,Financials,61.5601,8458479
2024-12-12,BAC,Financials,60.0194,12475990
2024-12-13,BAC,Financials,60.6269,4389084
2024-12-16,BAC,Financials,60.3829,7030172
2024-12-17,BAC,Financials,60.9241,13649047
2024-12-18,BAC,Financials,62.7488,11816794
2024-12-19,BAC,Financials,60.6772,9273371
2024-12-20,BAC,Financials,60.0216,4380262
2024-12-23,BAC,Financials,59.8332,7841870
2024-12-24,BAC,Financials,61.2293,6318459
2024-12-25,BAC,Financials,59.6807,9132660
2024-12-26,BAC,Financials,61.5377,5787514
2024-12-27,BAC,Financials,61.679,5307665
2024-12-30,BAC,Financials,61.5952,3502564
2024-12-31,BAC,Financials,61.4129,13041849
2022-01-03,BLK,Financials,690.0,5400609
2022-01-04,BLK,Financials,717.0626,15204385
2022-01-05,BLK,Financials,720.3873,13052975
2022-01-06,BLK,Financials,716.547,4266840
2022-01-07,BLK,Financials,694.1891,5509605
2022-01-10,BLK,Financials,708.4875,3206341
2022-01-11,BLK,Financials,694.9878,5849785
2022-01-12,BLK,Financials,685.1296,10869893
2022-01-13,BLK,Financials,682.0202,6779365
2022-01-14,BLK,Financials,696.3368,9619193
2022-01-17,BLK,Financials,704.3594,4351444
2022-01-18,BLK,Financials,702.9277,11008103
2022-01-19,BLK,Financials,706.2526,6407042
2022-01-20,BLK,Financials,700.3123,8039037
2022-01-21,BLK,Financials,701.9078,7708254
2022-01-24,BLK,Financials,702.8312,4810601
2022-01-25,BLK,Financials,712.9456,5044042
2022-01-26,BLK,Financials,723.1888,11781839
2022-01-27,BLK,Financials,728.567,9384303
2022-01-28,BLK,Financials,724.9349,12175931
2022-01-31,BLK,Financials,732.9533,9109381
2022-02-01,BLK,Financials,732.1619,8470908
2022-02-02,BLK,Financials,720.9562,4010986
2022-02-03,BLK,Financials,716.9367,7179967
2022-02-04,BLK,Financials,717.9963,7912848
2022-02-07,BLK,Financials,727.7113,17473482
2022-02-08,BLK,Financials,725.9619,10529956
2022-02-09,BLK,Financials,713.5339,14788739
2022-02-10,BLK,Financials,714.3009,10159981
2022-02-11,BLK,Financials,715.6565,6018994
2022-02-14,BLK,Financials,717.767,8383715
2022-02-15,BLK,Financials,727.5807,8792780
2022-02-16,BLK,Financials,738.5877,5494674
2022-02-17,BLK,Financials,732.441,6859856
2022-02-18,BLK,Financials,726.1146,7367914
2022-02-21,BLK,Financials,715.4337,15205990
2022-02-22,BLK,Financials,722.8965,3480393
2022-02-23,BLK,Financials,738.4177,12958719
2022-02-24,BLK,Financials,735.2398,5499864
2022-02-25,BLK,Financials,732.8572,4620994
2022-02-28,BLK,Financials,748.7872,12825282
2022-03-01,BLK,Financials,754.4823,10720960
2022-03-02,BLK,Financials,759.4576,13213631
2022-03-03,BLK,Financials,746.654,11020115
2022-03-04,BLK,Financials,754.2229,18235669
2022-03-07,BLK,Financials,744.3253,10003460
2022-03-08,BLK,Financials,732.3803,7514621
2022-03-09,BLK,Financials,728.8937,9176190
2022-03-10,BLK,Financials,722.9158,13155358
2022-03-11,BLK,Financials,720.7802,5857315
2022-03-14,BLK,Financials,706.0659,6163754
2022-03-15,BLK,Financials,716.1235,7069979
2022-03-16,BLK,Financials,728.1037,3447358
2022-03-17,BLK,Financials,708.0264,8454280
2022-03-18,BLK,Financials,718.3163,3762147
2022-03-21,BLK,Financials,710.1092,8171604
2022-03-22,BLK,Financials,719.1625,11308531
2022-03-23,BLK,Financials,718.6309,6610709
2022-03-24,BLK,Financials,719.1119,15647135
2022-03-25,BLK,Financials,717.3668,4460412
2022-03-28,BLK,Financials,730.2607,12883479
2022-03-29,BLK,Financials,717.4432,10480290
2022-03-30,BLK,Financials,723.9721,4027026
2022-03-31,BLK,Financials,735.8025,23659370
2022-04-01,BLK,Financials,743.6665,7798593
2022-04-04,BLK,Financials,769.3351,5631906
2022-04-05,BLK,Financials,763.6542,4556736
2022-04-06,BLK,Financials,774.5152,7326034
2022-04-07,BLK,Financials,773.5207,7602512
2022-04-08,BLK,Financials,787.6666,8335302
2022-04-11,BLK,Financials,787.7775,7101621
2022-04-12,BLK,Financials,783.5604,10306055
2022-04-13,BLK,Financials,798.7304,6850965
2022-04-14,BLK,Financials,793.2621,3689370
2022-04-15,BLK,Financials,777.3863,7536040
2022-04-18,BLK,Financials,771.7812,3103251
2022-04-19,BLK,Financials,778.9308,9216080
2022-04-20,BLK,Financials,795.0008,5407146
2022-04-21,BLK,Financials,796.4828,8540210
2022-04-22,BLK,Financials,812.0456,13532193
2022-04-25,BLK,Financials,796.4231,5473630
2022-04-26,BLK,Financials,791.5242,12230637
2022-04-27,BLK,Financials,788.4205,6726706
2022-04-28,BLK,Financials,787.3115,16130622
2022-04-29,BLK,Financials,788.4702,6912839
2022-05-02,BLK,Financials,796.6036,5715857
2022-05-03,BLK,Financials,791.6859,10531143
2022-05-04,BLK,Financials,793.4823,6720251
2022-05-05,BLK,Financials,793.1637,5713671
2022-05-06,BLK,Financials,782.7919,6608162
2022-05-09,BLK,Financials,781.7009,7858524
2022-05-10,BLK,Financials,780.2723,13685181
2022-05-11,BLK,Financials,778.6046,3690664
2022-05-12,BLK,Financials,779.1594,8074200
2022-05-13,BLK,Financials,780.2109,10271807
2022-05-16,BLK,Financials,775.535,8643615
2022-05-17,BLK,Financials,790.1677,13509425
2022-05-18,BLK,Financials,777.0877,7765597
2022-05-19,BLK,Financials,769.2065,7430706
2022-05-20,BLK,Financials,801.0229,10138837
2022-05-23,BLK,Financials,789.2654,8324201
2022-05-24,BLK,Financials,774.1307,6843354
2022-05-25,BLK,Financials,782.61,9834525
2022-05-26,BLK,Financials,759.6001,6162177
2022-05-27,BLK,Financials,757.2061,6264950
2022-05-30,BLK,Financials,781.3145,6476912
2022-05-31,BLK,Financials,764.2125,13744918
2022-06-01,BLK,Financials,742.7668,2205678
2022-06-02,BLK,Financials,726.9903,9371574
2022-06-03,BLK,Financials,736.7005,8110424
2022-06-06,BLK,Financials,748.9933,4084067
2022-06-07,BLK,Financials,743.6389,9055137
2022-06-08,BLK,Financials,751.226,9676907
2022-06-09,BLK,Financials,766.7046,10127932
2022-06-10,BLK,Financials,787.0171,2769620
2022-06-13,BLK,Financials,784.411,13818348
2022-06-14,BLK,Financials,758.8773,5955688
2022-06-15,BLK,Financials,750.0943,10528318
2022-06-16,BLK,Financials,745.6582,10760381
2022-06-17,BLK,Financials,743.0533,5633679
2022-06-20,BLK,Financials,741.2205,10418942
2022-06-21,BLK,Financials,753.5245,6856823
2022-06-22,BLK,Financials,767.761,3493453
2022-06-23,BLK,Financials,766.0469,12762846
2022-06-24,BLK,Financials,778.5328,5867470
2022-06-27,BLK,Financials,782.775,5683937
2022-06-28,BLK,Financials,783.7045,6808795
2022-06-29,BLK,Financials,794.2663,8920359
2022-06-30,BLK,Financials,795.2988,7818817
2022-07-01,BLK,Financials,819.5742,9960908
2022-07-04,BLK,Financials,802.873,4681627
2022-07-05,BLK,Financials,797.1035,5944622
2022-07-06,BLK,Financials,795.8444,7637289
2022-07-07,BLK,Financials,801.1297,17091759
2022-07-08,BLK,Financials,816.1891,7643965
2022-07-11,BLK,Financials,816.1064,12348448
2022-07-12,BLK,Financials,799.6633,8124332
2022-07-13,BLK,Financials,809.6887,6592799
2022-07-14,BLK,Financials,818.8004,7248189
2022-07-15,BLK,Financials,796.2854,7478809
2022-07-18,BLK,Financials,796.4423,10184834
2022-07-19,BLK,Financials,778.4992,13863868
2022-07-20,BLK,Financials,771.2327,9237893
2022-07-21,BLK,Financials,761.4023,12861940
2022-07-22,BLK,Financials,770.5767,5438621
2022-07-25,BLK,Financials,772.0769,6777371
2022-07-26,BLK,Financials,758.0201,5987778
2022-07-27,BLK,Financials,767.9411,9072241
2022-07-28,BLK,Financials,752.3422,6929988
2022-07-29,BLK,Financials,756.1399,10711851
2022-08-01,BLK,Financials,747.4629,5512624
2022-08-02,BLK,Financials,743.7007,8138891
2022-08-03,BLK,Financials,749.3432,10529540
2022-08-04,BLK,Financials,755.2164,3501951
2022-08-05,BLK,Financials,770.1824,18691970
2022-08-08,BLK,Financials,769.4591,7143342
2022-08-09,BLK,Financials,773.0781,3558807
2022-08-10,BLK,Financials,768.3843,8522239
2022-08-11,BLK,Financials,770.6073,8107738
2022-08-12,BLK,Financials,775.7255,7742183
2022-08-15,BLK,Financials,774.8167,11892619
2022-08-16,BLK,Financials,755.0204,10787839
2022-08-17,BLK,Financials,758.8465,9012315
2022-08-18,BLK,Financials,763.0578,9578335
2022-08-19,BLK,Financials,755.7655,7672927
2022-08-22,BLK,Financials,742.0186,16275125
2022-08-23,BLK,Financials,758.2476,4427181
2022-08-24,BLK,Financials,763.8585,8459602
2022-08-25,BLK,Financials,761.5194,8210808
2022-08-26,BLK,Financials,749.2658,11075702
2022-08-29,BLK,Financials,740.5839,5708178
2022-08-30,BLK,Financials,754.8838,3982749
2022-08-31,BLK,Financials,756.5818,8517907
2022-09-01,BLK,Financials,750.7596,8952508
2022-09-02,BLK,Financials,756.515,14516432
2022-09-05,BLK,Financials,747.8296,4812885
2022-09-06,BLK,Financials,764.4621,12696407
2022-09-07,BLK,Financials,779.7902,20623006
2022-09-08,BLK,Financials,774.7319,6878052
2022-09-09,BLK,Financials,767.9009,4773427
2022-09-12,BLK,Financials,739.5039,6798158
2022-09-13,BLK,Financials,723.9814,8044941
2022-09-14,BLK,Financials,710.2456,10023744
2022-09-15,BLK,Financials,711.8176,6314721
2022-09-16,BLK,Financials,708.6397,14902380
2022-09-19,BLK,Financials,695.1359,5122428
2022-09-20,BLK,Financials,692.4845,3989873
2022-09-21,BLK,Financials,697.7491,12455044
2022-09-22,BLK,Financials,703.2831,3220681
2022-09-23,BLK,Financials,684.3627,7372741
2022-09-26,BLK,Financials,683.2644,27841118
2022-09-27,BLK,Financials,669.8751,7961553
2022-09-28,BLK,Financials,678.8555,5109668
2022-09-29,BLK,Financials,686.7853,7818420
2022-09-30,BLK,Financials,678.0783,7839078
2022-10-03,BLK,Financials,670.7631,8530956
2022-10-04,BLK,Financials,666.4632,10426459
2022-10-05,BLK,Financials,645.2238,5279318
2022-10-06,BLK,Financials,648.5358,15712565
2022-10-07,BLK,Financials,646.14,8824105
2022-10-10,BLK,Financials,655.4519,10699095
2022-10-11,BLK,Financials,645.266,6222562
2022-10-12,BLK,Financials,639.665,13383122
2022-10-13,BLK,Financials,626.0118,7218308
2022-10-14,BLK,Financials,617.1244,8939347
2022-10-17,BLK,Financials,606.7989,5507986
2022-10-18,BLK,Financials,615.774,5369146
2022-10-19,BLK,Financials,609.7294,10535217
2022-10-20,BLK,Financials,610.9815,6699271
2022-10-21,BLK,Financials,607.7734,5685461
2022-10-24,BLK,Financials,596.8474,6185254
2022-10-25,BLK,Financials,595.5439,10580606
2022-10-26,BLK,Financials,600.8874,6220351
2022-10-27,BLK,Financials,590.613,7632226
2022-10-28,BLK,Financials,597.7282,8048233
2022-10-31,BLK,Financials,590.5634,3715458
2022-11-01,BLK,Financials,586.5931,4441494
2022-11-02,BLK,Financials,591.2698,9151819
2022-11-03,BLK,Financials,585.7613,5957374
2022-11-04,BLK,Financials,586.2281,12208488
2022-11-07,BLK,Financials,583.7085,11777187
2022-11-08,BLK,Financials,584.9511,10666510
2022-11-09,BLK,Financials,565.2605,16565964
2022-11-10,BLK,Financials,550.6114,7738484
2022-11-11,BLK,Financials,555.6874,10370801
2022-11-14,BLK,Financials,564.2433,6332411
2022-11-15,BLK,Financials,556.9893,21335866
2022-11-16,BLK,Financials,555.1634,17688151
2022-11-17,BLK,Financials,557.6797,8038107
2022-11-18,BLK,Financials,563.4512,9337850
2022-11-21,BLK,Financials,547.2768,13779205
2022-11-22,BLK,Financials,540.4323,7542741
2022-11-23,BLK,Financials,537.97,6152090
2022-11-24,BLK,Financials,543.6157,11347953
2022-11-25,BLK,Financials,563.7967,8254984
2022-11-28,BLK,Financials,562.079,8607546
2022-11-29,BLK,Financials,550.8758,5730100
2022-11-30,BLK,Financials,554.2356,4024387
2022-12-01,BLK,Financials,565.088,8792494
2022-12-02,BLK,Financials,566.1158,11489417
2022-12-05,BLK,Financials,558.8688,7309090
2022-12-06,BLK,Financials,566.8229,14210957
2022-12-07,BLK,Financials,572.4429,6036805
2022-12-08,BLK,Financials,564.1378,5246492
2022-12-09,BLK,Financials,567.4072,7787730
2022-12-12,BLK,Financials,575.8103,7740021
2022-12-13,BLK,Financials,585.9032,10885471
2022-12-14,BLK,Financials,585.487,5867662
2022-12-15,BLK,Financials,582.6042,13827774
2022-12-16,BLK,Financials,593.206,17570271
2022-12-19,BLK,Financials,583.0427,7875714
2022-12-20,BLK,Financials,586.9073,13188242
2022-12-21,BLK,Financials,575.5173,5242731
2022-12-22,BLK,Financials,584.6172,12299150
2022-12-23,BLK,Financials,582.5825,12162435
2022-12-26,BLK,Financials,593.5391,11300155
2022-12-27,BLK,Financials,597.9308,7950352
2022-12-28,BLK,Financials,587.5753,2454055
2022-12-29,BLK,Financials,599.9808,6188858
2022-12-30,BLK,Financials,613.773,6228123
2023-01-02,BLK,Financials,621.8261,5409407
2023-01-03,BLK,Financials,615.1575,8400899
2023-01-04,BLK,Financials,612.5906,6765635
2023-01-05,BLK,Financials,614.0375,5752282
2023-01-06,BLK,Financials,607.962,5237904
2023-01-09,BLK,Financials,623.2105,6008867
2023-01-10,BLK,Financials,624.6726,12528940
2023-01-11,BLK,Financials,600.83,6141269
2023-01-12,BLK,Financials,603.9437,6510824
2023-01-13,BLK,Financials,601.0564,6664283
2023-01-16,BLK,Financials,600.5557,9161765
2023-01-17,BLK,Financials,597.5075,9601711
2023-01-18,BLK,Financials,604.6876,2366894
2023-01-19,BLK,Financials,614.7323,12038328
2023-01-20,BLK,Financials,617.4142,14210608
2023-01-23,BLK,Financials,614.5413,5255982
2023-01-24,BLK,Financials,614.3283,5422311
2023-01-25,BLK,Financials,614.6578,6681484
2023-01-26,BLK,Financials,607.7063,5912329
2023-01-27,BLK,Financials,612.9797,8749637
2023-01-30,BLK,Financials,617.2347,3672348
2023-01-31,BLK,Financials,631.3248,5115476
2023-02-01,BLK,Financials,643.0747,14807301
2023-02-02,BLK,Financials,636.8783,5518761
2023-02-03,BLK,Financials,644.6553,13155143
2023-02-06,BLK,Financials,635.9945,9221860
2023-02-07,BLK,Financials,642.6018,3879609
2023-02-08,BLK,Financials,637.9707,10314732
2023-02-09,BLK,Financials,628.7407,7632188
2023-02-10,BLK,Financials,631.4563,6667564
2023-02-13,BLK,Financials,607.608,8823550
2023-02-14,BLK,Financials,592.5368,9672578
2023-02-15,BLK,Financials,591.164,10617231
2023-02-16,BLK,Financials,592.0198,12816618
2023-02-17,BLK,Financials,589.009,9418688
2023-02-20,BLK,Financials,575.8284,4614427
2023-02-21,BLK,Financials,569.1886,6619258
2023-02-22,BLK,Financials,572.5683,25962699
2023-02-23,BLK,Financials,577.5606,10689243
2023-02-24,BLK,Financials,577.5705,20638462
2023-02-27,BLK,Financials,587.4809,13979824
2023-02-28,BLK,Financials,591.0222,8812422
2023-03-01,BLK,Financials,584.8037,9025052
2023-03-02,BLK,Financials,582.5787,7883796
2023-03-03,BLK,Financials,571.0009,3992109
2023-03-06,BLK,Financials,570.2508,8057960
2023-03-07,BLK,Financials,579.6597,12983916
2023-03-08,BLK,Financials,585.5914,6293929
2023-03-09,BLK,Financials,597.759,9433080
2023-03-10,BLK,Financials,595.2917,11246736
2023-03-13,BLK,Financials,607.1688,5559840
2023-03-14,BLK,Financials,605.6234,6678680
2023-03-15,BLK,Financials,618.8307,5324277
2023-03-16,BLK,Financials,618.7908,5757914
2023-03-17,BLK,Financials,625.3217,4779803
2023-03-20,BLK,Financials,638.9913,5580409
2023-03-21,BLK,Financials,637.3637,14114798
2023-03-22,BLK,Financials,639.5449,5546963
2023-03-23,BLK,Financials,651.7643,8415079
2023-03-24,BLK,Financials,650.6736,6542334
2023-03-27,BLK,Financials,638.5004,12819762
2023-03-28,BLK,Financials,658.8025,13516436
2023-03-29,BLK,Financials,654.4988,11303015
2023-03-30,BLK,Financials,656.1714,9042135
2023-03-31,BLK,Financials,667.4224,7293749
2023-04-03,BLK,Financials,661.731,4966382
2023-04-04,BLK,Financials,652.3027,17406663
2023-04-05,BLK,Financials,654.8703,5903659
2023-04-06,BLK,Financials,638.2373,10432230
2023-04-07,BLK,Financials,635.7408,12222368
2023-04-10,BLK,Financials,638.1628,6406604
2023-04-11,BLK,Financials,635.832,12117449
2023-04-12,BLK,Financials,621.9278,10860439
2023-04-13,BLK,Financials,636.6205,15968644
2023-04-14,BLK,Financials,637.737,6630650
2023-04-17,BLK,Financials,651.263,4783133
2023-04-18,BLK,Financials,648.9776,6535478
2023-04-19,BLK,Financials,640.9172,8697041
2023-04-20,BLK,Financials,643.5839,8188466
2023-04-21,BLK,Financials,641.7368,6835067
2023-04-24,BLK,Financials,631.0381,3727592
2023-04-25,BLK,Financials,644.7828,9656533
2023-04-26,BLK,Financials,639.1569,17608457
2023-04-27,BLK,Financials,622.4972,9632492
2023-04-28,BLK,Financials,634.7522,10207224
2023-05-01,BLK,Financials,630.2901,10058516
2023-05-02,BLK,Financials,624.9214,9377003
2023-05-03,BLK,Financials,609.2934,11612799
2023-05-04,BLK,Financials,625.0152,9370730
2023-05-05,BLK,Financials,613.6013,7059474
2023-05-08,BLK,Financials,614.2761,5818520
2023-05-09,BLK,Financials,622.6093,7241671
2023-05-10,BLK,Financials,626.5832,9071098
2023-05-11,BLK,Financials,626.1997,7049864
2023-05-12,BLK,Financials,611.1038,9071857
2023-05-15,BLK,Financials,604.1286,9536262
2023-05-16,BLK,Financials,605.9275,11164212
2023-05-17,BLK,Financials,599.2072,13363933
2023-05-18,BLK,Financials,601.1268,8253559
2023-05-19,BLK,Financials,607.247,4741392
2023-05-22,BLK,Financials,615.9299,6968499
2023-05-23,BLK,Financials,605.2368,8142250
2023-05-24,BLK,Financials,624.9667,3838701
2023-05-25,BLK,Financials,632.1143,13942020
2023-05-26,BLK,Financials,632.258,8468832
2023-05-29,BLK,Financials,642.48,9318322
2023-05-30,BLK,Financials,665.0481,13813579
2023-05-31,BLK,Financials,651.4929,6217602
2023-06-01,BLK,Financials,649.5338,10064942
2023-06-02,BLK,Financials,627.6903,7656047
2023-06-05,BLK,Financials,629.6035,7432087
2023-06-06,BLK,Financials,633.1052,5874168
2023-06-07,BLK,Financials,632.9056,15575245
2023-06-08,BLK,Financials,627.0901,6884286
2023-06-09,BLK,Financials,608.8961,10582770
2023-06-12,BLK,Financials,612.3548,3778921
2023-06-13,BLK,Financials,625.5626,12825520
2023-06-14,BLK,Financials,620.3851,12186466
2023-06-15,BLK,Financials,624.5107,8317944
2023-06-16,BLK,Financials,610.6356,7305770
2023-06-19,BLK,Financials,614.8492,9388086
2023-06-20,BLK,Financials,611.509,19984516
2023-06-21,BLK,Financials,604.9437,3951703
2023-06-22,BLK,Financials,598.4667,10938104
2023-06-23,BLK,Financials,595.2135,5555534
2023-06-26,BLK,Financials,598.6717,7936514
2023-06-27,BLK,Financials,587.5457,7244840
2023-06-28,BLK,Financials,584.3222,6740366
2023-06-29,BLK,Financials,584.1185,7966581
2023-06-30,BLK,Financials,575.0359,5082346
2023-07-03,BLK,Financials,590.3502,12074716
2023-07-04,BLK,Financials,583.242,3903150
2023-07-05,BLK,Financials,577.758,9927883
2023-07-06,BLK,Financials,569.7701,7020449
2023-07-07,BLK,Financials,584.9595,5008175
2023-07-10,BLK,Financials,589.8131,8674562
2023-07-11,BLK,Financials,582.0102,4291606
2023-07-12,BLK,Financials,591.5628,8128098
2023-07-13,BLK,Financials,593.4351,4528047
2023-07-14,BLK,Financials,595.8014,9621020
2023-07-17,BLK,Financials,592.9846,5527295
2023-07-18,BLK,Financials,586.7288,6679505
2023-07-19,BLK,Financials,589.7558,8998170
2023-07-20,BLK,Financials,585.2641,5873347
2023-07-21,BLK,Financials,601.0257,7816648
2023-07-24,BLK,Financials,590.2225,4366271
2023-07-25,BLK,Financials,603.6585,10296373
2023-07-26,BLK,Financials,602.8377,16206413
2023-07-27,BLK,Financials,605.6083,24442540
2023-07-28,BLK,Financials,613.1177,8297122
2023-07-31,BLK,Financials,607.6978,10965162
2023-08-01,BLK,Financials,615.5103,3924312
2023-08-02,BLK,Financials,591.9814,14592902
2023-08-03,BLK,Financials,585.9859,10912762
2023-08-04,BLK,Financials,578.3386,6592074
